2020-02-10 12:51:38,2020-02-10 12:51:39,Survey Test,,100,1,True,2020-02-10 12:51:39,R_erMXXw0qhZoG4ct,,,,,50.8000030517578125,4.3166961669921875,test,,Disagree,Candidate 2,Candidate 1,Candidate 2,Candidate 2,Candidate 2,MR-VLD,Faucibus enim mattis tellus? Sodales mi diam tortor rutrum luctus ac etiam platea sagittis? Maecenas.,Turkish,Years in Politics,20,Language Spoken,Turkish,Age,50s,Party,CDH (Liberals),20,French,50s,PS (Left),Years in Politics,10,Language Spoken,French,Age,50s,Party,PS (Left),10,French,30s,MR-VLD (Right),Years in Politics,10,Language Spoken,Italian,Age,50s,Party,PS (Left),5,Portuguese,50s,ECOLO (Greens),Years in Politics,5,Language Spoken,French,Age,50s,Party,MR-VLD (Right),10,Italian,50s,CDH (Liberals),Years in Politics,5,Language Spoken,Italian,Age,50s,Party,PS (Left),5,French,50s,CDH (Liberals)
2020-02-10 12:51:39,2020-02-10 12:51:39,Survey Test,,100,0,True,2020-02-10 12:51:39,R_a3jIEMr5fyzpFAx,,,,,50.8000030517578125,4.3166961669921875,test,,Agree,Candidate 2,Candidate 2,Candidate 2,Candidate 1,Candidate 1,MR-VLD,Dolor! Gravida viverra pretium arcu nullam. Atque nullam fusce fermentum phasellus dolorem eget.,Dutch,Language Spoken,Dutch,Party,ECOLO (Greens),Years in Politics,10,Age,40s,Portuguese,CDH (Liberals),10,50s,Language Spoken,French,Party,CDH (Liberals),Years in Politics,5,Age,30s,Portuguese,PS (Left),5,40s,Language Spoken,Turkish,Party,PS (Left),Years in Politics,5,Age,50s,Turkish,ECOLO (Greens),5,40s,Language Spoken,Italian,Party,CDH (Liberals),Years in Politics,20,Age,50s,Dutch,MR-VLD (Right),10,40s,Language Spoken,French,Party,PS (Left),Years in Politics,10,Age,50s,Dutch,CDH (Liberals),20,50s
2020-02-10 12:51:39,2020-02-10 12:51:40,Survey Test,,100,1,True,2020-02-10 12:51:40,R_79RYCnSI5f3Kqyx,,,,,50.8000030517578125,4.3166961669921875,test,,Agree,Candidate 1,Candidate 1,Candidate 2,Candidate 1,Candidate 2,MR-VLD,Gravida augue laoreet dictumst per vitae quam vitae. Pretium atque mauris pharetra viverra. Est.,Portuguese,Years in Politics,20,Age,50s,Language Spoken,Portuguese,Party,PVDA (Radical-Left),5,50s,French,PS (Left),Years in Politics,10,Age,50s,Language Spoken,Turkish,Party,PS (Left),20,40s,Turkish,PS (Left),Years in Politics,20,Age,50s,Language Spoken,Italian,Party,PVDA (Radical-Left),5,50s,Italian,PS (Left),Years in Politics,10,Age,50s,Language Spoken,French,Party,CDH (Liberals),5,50s,Italian,MR-VLD (Right),Years in Politics,5,Age,50s,Language Spoken,French,Party,PVDA (Radical-Left),5,50s,French,MR-VLD (Right)
2020-02-10 12:51:40,2020-02-10 12:51:40,Survey Test,,100,0,True,2020-02-10 12:51:40,R_3UlPlk4Ts4OMVyB,,,,,50.8000030517578125,4.3166961669921875,test,,Agree,Candidate 1,Candidate 2,Candidate 1,Candidate 1,Candidate 1,ECOLO,Aliquet odio tincidunt nunc. Suspendisse eleifend rutrum accumsan eu fringilla porta. Vitae. Ultrices sagittis.,Turkish,Party,PVDA (Radical-Left),Age,50s,Language Spoken,Italian,Years in Politics,5,PVDA (Radical-Left),30s,Dutch,5,Party,PS (Left),Age,50s,Language Spoken,Turkish,Years in Politics,5,PS (Left),50s,French,20,Party,PVDA (Radical-Left),Age,50s,Language Spoken,Turkish,Years in Politics,20,PS (Left),50s,Turkish,5,Party,CDH (Liberals),Age,50s,Language Spoken,Turkish,Years in Politics,20,CDH (Liberals),50s,French,10,Party,ECOLO (Greens),Age,50s,Language Spoken,French,Years in Politics,5,PS (Left),50s,French,5
2020-02-10 12:51:41,2020-02-10 12:51:41,Survey Test,,100,0,True,2020-02-10 12:51:41,R_a5dXY9pOP9fFfKZ,,,,,50.8000030517578125,4.3166961669921875,test,,Disagree,Candidate 2,Candidate 1,Candidate 2,Candidate 2,Candidate 1,PS,Urna vivamus massa duis vehicula. Duis interdum aliquam est! Donec auctor magnis. Culpa.,Turkish,Party,ECOLO (Greens),Language Spoken,Turkish,Age,50s,Years in Politics,10,PS (Left),French,50s,20,Party,ECOLO (Greens),Language Spoken,Italian,Age,50s,Years in Politics,5,ECOLO (Greens),Turkish,50s,5,Party,ECOLO (Greens),Language Spoken,French,Age,30s,Years in Politics,10,PS (Left),Turkish,50s,5,Party,PVDA (Radical-Left),Language Spoken,Turkish,Age,50s,Years in Politics,5,CDH (Liberals),French,50s,10,Party,PS (Left),Language Spoken,Turkish,Age,40s,Years in Politics,10,ECOLO (Greens),French,50s,20
2020-02-10 12:51:41,2020-02-10 12:51:41,Survey Test,,100,0,True,2020-02-10 12:51:41,R_8vN4sw7X0b5KaEd,,,,,50.8000030517578125,4.3166961669921875,test,,Disagree,Candidate 1,Candidate 1,Candidate 2,Candidate 2,Candidate 2,CDH,Fermentum vitae integer blandit lacus non nullam cursus massa tempus eleifend.,Dutch,Party,MR-VLD (Right),Years in Politics,10,Language Spoken,French,Age,40s,PS (Left),5,Italian,50s,Party,CDH (Liberals),Years in Politics,10,Language Spoken,Portuguese,Age,50s,PS (Left),10,Turkish,50s,Party,PS (Left),Years in Politics,10,Language Spoken,French,Age,40s,ECOLO (Greens),10,French,50s,Party,PVDA (Radical-Left),Years in Politics,20,Language Spoken,Portuguese,Age,50s,PVDA (Radical-Left),10,Turkish,40s,Party,PS (Left),Years in Politics,10,Language Spoken,Italian,Age,40s,PVDA (Radical-Left),10,Portuguese,50s
2020-02-10 12:51:42,2020-02-10 12:51:42,Survey Test,,100,0,True,2020-02-10 12:51:42,R_4I8H9MVTWhANfp3,,,,,50.8000030517578125,4.3166961669921875,test,,Disagree,Candidate 1,Candidate 1,Candidate 1,Candidate 2,Candidate 1,N-VA,Platea vestibulum tortor magna quis proin. Ut urna suscipit lacus.,French,Years in Politics,20,Age,40s,Language Spoken,Portuguese,Party,CDH (Liberals),10,50s,French,MR-VLD (Right),Years in Politics,20,Age,50s,Language Spoken,Turkish,Party,CDH (Liberals),5,40s,Italian,ECOLO (Greens),Years in Politics,10,Age,50s,Language Spoken,Italian,Party,CDH (Liberals),10,50s,Turkish,CDH (Liberals),Years in Politics,20,Age,50s,Language Spoken,French,Party,MR-VLD (Right),20,50s,Italian,MR-VLD (Right),Years in Politics,5,Age,50s,Language Spoken,French,Party,CDH (Liberals),5,40s,Dutch,MR-VLD (Right)
2020-02-10 12:51:42,2020-02-10 12:51:42,Survey Test,,100,0,True,2020-02-10 12:51:43,R_bQjHvje0lyRcIOF,,,,,50.8000030517578125,4.3166961669921875,test,,Agree,Candidate 1,Candidate 1,Candidate 2,Candidate 2,Candidate 2,CDH,Tempus orci vulputate aliquam faucibus phasellus fusce facilisis ultricies duis luctus nunc laoreet natoque at.,Italian,Language Spoken,Italian,Age,40s,Years in Politics,5,Party,CDH (Liberals),Italian,40s,5,ECOLO (Greens),Language Spoken,Turkish,Age,50s,Years in Politics,10,Party,PS (Left),Turkish,50s,5,PS (Left),Language Spoken,Turkish,Age,50s,Years in Politics,5,Party,CDH (Liberals),Turkish,50s,5,PVDA (Radical-Left),Language Spoken,Italian,Age,50s,Years in Politics,20,Party,CDH (Liberals),French,40s,10,PS (Left),Language Spoken,French,Age,50s,Years in Politics,5,Party,CDH (Liberals),Dutch,40s,10,PS (Left)
2020-02-10 12:51:43,2020-02-10 12:51:43,Survey Test,,100,0,True,2020-02-10 12:51:43,R_bx8lIyFZiDXuH1r,,,,,50.8000030517578125,4.3166961669921875,test,,Disagree,Candidate 2,Candidate 1,Candidate 1,Candidate 1,Candidate 2,N-VA,Malesuada accumsan. Velit! Dictumst molestie nec. Euismod leo. Erat per pretium quis tortor? Ab ab.,French,Years in Politics,20,Language Spoken,Turkish,Party,PVDA (Radical-Left),Age,40s,20,Portuguese,PS (Left),40s,Years in Politics,5,Language Spoken,French,Party,CDH (Liberals),Age,30s,10,Turkish,MR-VLD (Right),50s,Years in Politics,10,Language Spoken,Turkish,Party,PVDA (Radical-Left),Age,50s,5,Turkish,CDH (Liberals),50s,Years in Politics,20,Language Spoken,French,Party,ECOLO (Greens),Age,40s,5,French,PS (Left),50s,Years in Politics,10,Language Spoken,French,Party,PVDA (Radical-Left),Age,50s,10,Turkish,ECOLO (Greens),40s
2020-02-10 12:51:43,2020-02-10 12:51:43,Survey Test,,100,0,True,2020-02-10 12:51:44,R_eJQ2ZrBIxpdLo8t,,,,,50.8000030517578125,4.3166961669921875,test,,Disagree,Candidate 2,Candidate 1,Candidate 2,Candidate 1,Candidate 1,MR-VLD,"Nonummy nibh! Pharetra eros quam. Imperdiet rhoncus, potenti wisi augue. Facilisi.",Portuguese,Years in Politics,10,Age,50s,Language Spoken,Dutch,Party,PS (Left),10,50s,Dutch,ECOLO (Greens),Years in Politics,10,Age,50s,Language Spoken,French,Party,PS (Left),5,40s,French,PS (Left),Years in Politics,5,Age,40s,Language Spoken,Italian,Party,PVDA (Radical-Left),10,40s,Turkish,PVDA (Radical-Left),Years in Politics,20,Age,50s,Language Spoken,French,Party,PVDA (Radical-Left),20,50s,Portuguese,PS (Left),Years in Politics,10,Age,50s,Language Spoken,French,Party,PS (Left),10,50s,Turkish,CDH (Liberals)
2020-02-10 12:51:44,2020-02-10 12:51:44,Survey Test,,100,0,True,2020-02-10 12:51:44,R_5nxJSii7aLtGIrb,,,,,50.8000030517578125,4.3166961669921875,test,,Agree,Candidate 2,Candidate 2,Candidate 1,Candidate 2,Candidate 1,PS,"Rhoncus, enim temporibus! Mi odio erat. Convallis vehicula culpa accusamus.",French,Language Spoken,French,Years in Politics,20,Age,50s,Party,CDH (Liberals),French,10,50s,PS (Left),Language Spoken,Italian,Years in Politics,10,Age,40s,Party,PS (Left),Turkish,5,50s,PS (Left),Language Spoken,Italian,Years in Politics,5,Age,30s,Party,MR-VLD (Right),French,20,50s,ECOLO (Greens),Language Spoken,Italian,Years in Politics,5,Age,30s,Party,PS (Left),Turkish,20,50s,PS (Left),Language Spoken,Turkish,Years in Politics,5,Age,50s,Party,PS (Left),French,10,30s,ECOLO (Greens)
2020-02-10 12:51:44,2020-02-10 12:51:45,Survey Test,,100,1,True,2020-02-10 12:51:45,R_aeFLQ3YBexGWdgx,,,,,50.8000030517578125,4.3166961669921875,test,,Disagree,Candidate 2,Candidate 1,Candidate 2,Candidate 2,Candidate 1,PVDA,Dapibus? Aenean eleifend pretium risus arcu? Etiam! Placerat massa integer.,Portuguese,Party,PS (Left),Years in Politics,10,Language Spoken,Turkish,Age,50s,ECOLO (Greens),20,French,40s,Party,PS (Left),Years in Politics,20,Language Spoken,Turkish,Age,50s,PS (Left),10,Turkish,50s,Party,PS (Left),Years in Politics,10,Language Spoken,Italian,Age,40s,PVDA (Radical-Left),5,Italian,50s,Party,PS (Left),Years in Politics,5,Language Spoken,Portuguese,Age,50s,PS (Left),5,French,50s,Party,PVDA (Radical-Left),Years in Politics,5,Language Spoken,Italian,Age,50s,MR-VLD (Right),10,Turkish,50s
2020-02-10 12:51:45,2020-02-10 12:51:45,Survey Test,,100,0,True,2020-02-10 12:51:45,R_eeVdEkOvTOwS02p,,,,,50.8000030517578125,4.3166961669921875,test,,Agree,Candidate 1,Candidate 1,Candidate 1,Candidate 2,Candidate 1,ECOLO,Nullam eu quam consectetuer vel. Dolor diam fringilla facilisis per quis.,Italian,Years in Politics,20,Party,PS (Left),Age,50s,Language Spoken,Dutch,5,CDH (Liberals),50s,Portuguese,Years in Politics,10,Party,PS (Left),Age,50s,Language Spoken,French,10,MR-VLD (Right),50s,French,Years in Politics,10,Party,CDH (Liberals),Age,30s,Language Spoken,French,20,CDH (Liberals),50s,Turkish,Years in Politics,5,Party,PVDA (Radical-Left),Age,50s,Language Spoken,Turkish,10,PS (Left),40s,Portuguese,Years in Politics,20,Party,CDH (Liberals),Age,40s,Language Spoken,Italian,5,MR-VLD (Right),40s,Italian
2020-02-10 12:51:45,2020-02-10 12:51:46,Survey Test,,100,1,True,2020-02-10 12:51:46,R_3VIDgUBb62HzsS9,,,,,50.8000030517578125,4.3166961669921875,test,,Disagree,Candidate 2,Candidate 2,Candidate 1,Candidate 1,Candidate 2,CDH,Urna ab ac praesent fermentum. Porttitor vehicula id non nonummy.,Italian,Language Spoken,Portuguese,Years in Politics,20,Age,50s,Party,MR-VLD (Right),Turkish,20,50s,PS (Left),Language Spoken,French,Years in Politics,5,Age,40s,Party,CDH (Liberals),Italian,20,50s,ECOLO (Greens),Language Spoken,French,Years in Politics,5,Age,50s,Party,MR-VLD (Right),French,5,30s,CDH (Liberals),Language Spoken,French,Years in Politics,10,Age,50s,Party,CDH (Liberals),Italian,5,50s,ECOLO (Greens),Language Spoken,Italian,Years in Politics,20,Age,50s,Party,PS (Left),French,10,40s,PS (Left)
